customer_id,gender,age,signup_date,purchase_date,product_category,product_price,quantity,payment_method,device_type,total_amount
1998,Male,58,2023-04-08,2023-02-06,Beauty,223.23,1,PayPal,Desktop,223.23
1691,Female,61,2023-11-11,2023-10-19,Electronics,375.43,1,Credit Card,Desktop,375.43
1008,Female,33,2023-10-30,2023-03-13,Home,488.6,1,PayPal,Desktop,488.6
1189,Female,40,2023-01-20,2023-07-30,Books,351.58,3,Credit Card,Desktop,1054.74
1384,Male,46,2023-08-25,2023-09-24,Clothing,322.65,1,Credit Card,Mobile,322.65
1220,Male,19,2023-01-26,2023-04-01,Books,42.73,3,Credit Card,Mobile,128.19
1833,Male,48,2023-04-20,2023-11-08,Clothing,445.05,4,Bank Transfer,Desktop,1780.2
1309,Male,25,2023-10-26,2023-09-14,Clothing,42.83,4,PayPal,Mobile,171.32
1789,Male,26,2023-08-21,2023-09-13,Electronics,255.26,4,Credit Card,Desktop,1021.04
1061,Male,58,2023-06-30,2023-08-15,Home,374.03,2,PayPal,Mobile,748.06
1951,Female,44,2023-08-13,2023-03-05,Beauty,368.74,3,Credit Card,Mobile,1106.22
1153,Male,40,2023-10-23,2023-09-14,Electronics,302.13,4,PayPal,Mobile,1208.52
1883,Male,58,2023-07-02,2023-02-08,Books,397.68,3,Bank Transfer,Mobile,1193.04
1373,Female,26,2023-05-07,2023-11-28,Clothing,218.22,4,Bank Transfer,Tablet,872.88
1913,Female,28,2023-03-16,2023-05-15,Home,381.83,1,PayPal,Mobile,381.83
1032,Male,22,2023-05-25,2023-03-06,Electronics,175.55,4,PayPal,Desktop,702.2
1820,Female,53,2023-10-18,2023-05-26,Electronics,67.67,2,PayPal,Mobile,135.34
1000,Female,69,2023-06-06,2023-01-05,Books,161.32,4,Bank Transfer,Mobile,645.28
1650,Female,31,2023-06-10,2023-08-06,Beauty,255.35,2,Bank Transfer,Tablet,510.7
1865,Female,40,2023-05-31,2023-10-20,Clothing,131.46,1,Bank Transfer,Mobile,131.46
1978,Female,48,2023-11-22,2023-06-12,Electronics,31.77,1,PayPal,Mobile,31.77
1542,Male,33,2023-11-10,2023-02-14,Beauty,182.4,4,Credit Card,Mobile,729.6
1823,Male,54,2023-11-27,2023-02-26,Electronics,314.03,3,Bank Transfer,Desktop,942.0899999999999
1658,Male,42,2023-09-16,2023-12-31,Electronics,286.5,2,PayPal,Desktop,573.0
1035,Male,45,2023-04-17,2023-10-06,Beauty,216.93,1,PayPal,Mobile,216.93
1014,Male,52,2023-06-15,2023-11-19,Home,391.48,2,PayPal,Mobile,782.96
1690,Male,44,2023-11-01,2023-03-08,Home,178.33,3,Bank Transfer,Desktop,534.99
1203,Female,25,2023-11-27,2023-04-11,Home,324.14,2,PayPal,Mobile,648.28
1887,Male,49,2023-12-26,2023-11-15,Clothing,191.75,4,Credit Card,Mobile,767.0
1724,Male,32,2023-08-19,2023-10-16,Clothing,34.68,3,PayPal,Tablet,104.03999999999999
1836,Female,62,2023-05-02,2023-03-25,Beauty,294.45,2,PayPal,Mobile,588.9
1965,Male,29,2023-06-20,2023-01-17,Books,238.73,3,Credit Card,Desktop,716.1899999999999
1421,Female,57,2023-07-16,2023-12-03,Electronics,231.34,3,PayPal,Tablet,694.02
1180,Female,67,2023-04-17,2023-07-25,Beauty,56.86,1,Credit Card,Mobile,56.86
1615,Female,66,2023-07-20,2023-09-05,Books,268.5,2,Credit Card,Tablet,537.0
1237,Female,60,2023-08-07,2023-03-04,Home,285.34,2,Credit Card,Mobile,570.68
1663,Male,52,2023-09-09,2023-12-08,Books,34.56,4,Bank Transfer,Tablet,138.24
1294,Female,29,2023-04-02,2023-03-18,Electronics,163.93,4,Credit Card,Mobile,655.72
1532,Female,30,2023-08-11,2023-11-20,Electronics,67.41,4,PayPal,Desktop,269.64
1043,Male,26,2023-03-27,2023-08-15,Home,381.47,1,Bank Transfer,Desktop,381.47
1413,Male,27,2023-06-12,2023-08-15,Beauty,138.95,2,PayPal,Desktop,277.9
1272,Female,43,2023-04-28,2023-11-28,Clothing,483.35,4,Bank Transfer,Desktop,1933.4
1543,Male,55,2023-04-01,2023-09-29,Beauty,337.98,3,PayPal,Desktop,1013.94
1997,Female,66,2023-01-02,2023-05-21,Electronics,484.34,3,PayPal,Mobile,1453.02
1813,Female,59,2023-11-01,2023-07-31,Beauty,60.12,1,Credit Card,Mobile,60.12
1164,Female,56,2023-10-09,2023-11-03,Electronics,80.37,1,Credit Card,Tablet,80.37
1496,Male,26,2023-09-04,2023-01-03,Clothing,128.02,2,PayPal,Mobile,256.04
1169,Female,18,2023-07-21,2023-02-05,Books,441.18,1,Credit Card,Mobile,441.18
1494,Female,50,2023-06-09,2023-07-08,Home,372.27,2,PayPal,Mobile,744.54
1475,Female,55,2023-04-29,2023-12-29,Clothing,33.87,3,PayPal,Tablet,101.60999999999999
1618,Female,54,2023-09-21,2023-07-31,Clothing,358.98,4,Bank Transfer,Desktop,1435.92
1545,Female,44,2023-09-28,2023-06-01,Electronics,429.97,1,Bank Transfer,Mobile,429.97
1113,Male,19,2023-04-05,2023-03-01,Clothing,481.39,1,PayPal,Tablet,481.39
1430,Female,39,2023-02-04,2023-04-13,Clothing,69.11,2,Bank Transfer,Tablet,138.22
1323,Male,65,2023-07-24,2023-01-24,Beauty,400.32,2,Bank Transfer,Tablet,800.64
1656,Male,59,2023-08-28,2023-03-11,Home,114.63,1,Credit Card,Desktop,114.63
1548,Female,50,2023-05-29,2023-08-29,Electronics,31.22,4,Credit Card,Tablet,124.88
1972,Male,37,2023-01-03,2023-03-18,Books,432.19,3,Credit Card,Tablet,1296.57
1213,Male,19,2023-06-16,2023-08-17,Beauty,80.76,3,Credit Card,Tablet,242.28000000000003
1610,Female,51,2023-04-03,2023-11-26,Books,156.2,3,Credit Card,Desktop,468.59999999999997
1487,Male,51,2023-08-11,2023-10-29,Clothing,359.38,1,PayPal,Desktop,359.38
1262,Female,37,2023-07-22,2023-05-19,Clothing,39.65,2,PayPal,Mobile,79.3
1386,Male,61,2023-02-07,2023-09-04,Electronics,320.34,2,PayPal,Mobile,640.68
1851,Male,29,2023-11-03,2023-12-04,Books,295.53,2,Credit Card,Desktop,591.06
1069,Female,44,2023-03-07,2023-01-24,Home,53.3,2,PayPal,Tablet,106.6
1608,Male,50,2023-07-27,2023-08-17,Home,111.35,4,PayPal,Desktop,445.4
1548,Male,47,2023-05-11,2023-01-06,Clothing,205.86,2,Bank Transfer,Desktop,411.72
1989,Female,51,2023-09-13,2023-05-23,Clothing,274.21,3,PayPal,Tablet,822.6299999999999
1710,Female,41,2023-10-09,2023-02-15,Clothing,430.13,3,PayPal,Mobile,1290.3899999999999
1738,Female,19,2023-01-23,2023-03-18,Electronics,379.17,3,PayPal,Desktop,1137.51
1487,Female,67,2023-04-22,2023-02-15,Beauty,493.44,4,Bank Transfer,Tablet,1973.76
1025,Male,23,2023-10-29,2023-04-26,Home,169.38,3,Credit Card,Mobile,508.14
1975,Female,46,2023-12-13,2023-10-23,Books,246.65,2,Credit Card,Tablet,493.3
1008,Female,62,2023-11-18,2023-04-02,Beauty,279.05,1,Credit Card,Desktop,279.05
1633,Male,39,2023-05-25,2023-05-15,Books,57.1,4,Credit Card,Desktop,228.4
1950,Female,30,2023-06-14,2023-01-12,Books,243.41,1,Credit Card,Mobile,243.41
1009,Male,55,2023-08-03,2023-04-04,Beauty,129.33,2,Bank Transfer,Desktop,258.66
1492,Female,42,2023-03-01,2023-09-24,Beauty,164.37,1,Bank Transfer,Mobile,164.37
1180,Male,47,2023-03-05,2023-02-17,Electronics,234.42,2,Credit Card,Mobile,468.84
1371,Female,64,2023-10-11,2023-09-27,Home,319.35,2,Credit Card,Desktop,638.7
1577,Male,53,2023-09-10,2023-01-01,Clothing,385.77,1,PayPal,Tablet,385.77
1900,Female,40,2023-07-14,2023-02-18,Home,104.17,4,PayPal,Tablet,416.68
1956,Female,46,2023-03-01,2023-12-02,Electronics,210.31,1,Credit Card,Tablet,210.31
1192,Female,38,2023-09-07,2023-08-03,Beauty,465.08,4,PayPal,Tablet,1860.32
1832,Female,35,2023-04-01,2023-03-03,Beauty,235.69,4,Bank Transfer,Mobile,942.76
1292,Male,39,2023-12-23,2023-01-15,Beauty,14.96,2,PayPal,Desktop,29.92
1786,Female,59,2023-05-30,2023-10-18,Beauty,297.68,2,Credit Card,Tablet,595.36
1964,Male,24,2023-01-11,2023-01-25,Books,265.87,1,PayPal,Mobile,265.87
1754,Female,50,2023-08-15,2023-09-20,Books,274.03,2,PayPal,Tablet,548.06
1674,Female,37,2023-11-17,2023-05-15,Electronics,61.74,4,PayPal,Mobile,246.96
1652,Male,20,2023-06-08,2023-06-09,Beauty,400.88,2,Credit Card,Mobile,801.76
1085,Male,60,2023-02-19,2023-05-31,Beauty,90.71,1,PayPal,Mobile,90.71
1215,Male,20,2023-04-24,2023-03-19,Home,467.54,2,Bank Transfer,Tablet,935.08
1880,Male,47,2023-02-19,2023-05-02,Clothing,229.95,4,Bank Transfer,Tablet,919.8
1451,Female,39,2023-08-26,2023-08-17,Clothing,203.41,4,Bank Transfer,Tablet,813.64
1365,Male,60,2023-02-13,2023-05-25,Home,215.69,4,Credit Card,Mobile,862.76
1363,Male,22,2023-12-28,2023-12-11,Clothing,54.62,1,Credit Card,Desktop,54.62
1558,Female,34,2023-03-09,2023-12-23,Electronics,230.78,4,Bank Transfer,Desktop,923.12
1418,Female,32,2023-12-28,2023-01-15,Home,206.11,1,PayPal,Desktop,206.11
1018,Female,43,2023-11-24,2023-02-14,Electronics,385.37,2,PayPal,Tablet,770.74
1482,Female,56,2023-11-23,2023-07-04,Electronics,411.63,1,PayPal,Mobile,411.63
1175,Female,48,2023-09-14,2023-03-22,Home,263.94,3,Bank Transfer,Tablet,791.8199999999999
1301,Female,51,2023-11-24,2023-04-18,Books,207.32,4,PayPal,Mobile,829.28
1637,Female,52,2023-10-16,2023-03-25,Home,12.48,3,PayPal,Desktop,37.44
1612,Female,32,2023-10-01,2023-07-27,Electronics,302.04,4,PayPal,Tablet,1208.16
1216,Male,37,2023-08-23,2023-06-26,Home,466.53,3,Bank Transfer,Tablet,1399.59
1972,Female,56,2023-08-28,2023-11-24,Clothing,44.25,1,Bank Transfer,Mobile,44.25
1336,Male,43,2023-06-21,2023-02-20,Electronics,380.37,3,Bank Transfer,Mobile,1141.1100000000001
1399,Male,57,2023-05-31,2023-03-11,Beauty,196.63,2,PayPal,Mobile,393.26
1581,Male,39,2023-11-03,2023-06-25,Clothing,89.74,2,Credit Card,Desktop,179.48
1821,Male,32,2023-06-16,2023-08-06,Books,338.23,3,Credit Card,Tablet,1014.69
1512,Male,39,2023-04-20,2023-04-24,Books,29.44,2,Bank Transfer,Desktop,58.88
1296,Female,58,2023-03-08,2023-11-11,Beauty,466.95,3,Credit Card,Desktop,1400.85
1625,Female,29,2023-10-09,2023-12-10,Clothing,242.48,3,Bank Transfer,Tablet,727.4399999999999
1085,Female,38,2023-10-24,2023-01-04,Home,418.95,1,Bank Transfer,Desktop,418.95
1582,Male,37,2023-07-10,2023-12-05,Home,366.39,4,Credit Card,Desktop,1465.56
1996,Male,60,2023-12-28,2023-10-03,Home,16.58,2,PayPal,Mobile,33.16
1645,Male,61,2023-12-26,2023-09-01,Home,185.57,4,Bank Transfer,Tablet,742.28
1850,Male,39,2023-09-17,2023-09-24,Beauty,362.44,4,PayPal,Mobile,1449.76
1355,Male,58,2023-04-06,2023-04-23,Home,309.29,4,PayPal,Mobile,1237.16
1191,Female,35,2023-07-28,2023-01-16,Home,425.0,4,Bank Transfer,Mobile,1700.0
1944,Female,48,2023-12-25,2023-06-28,Books,137.96,2,PayPal,Desktop,275.92
1798,Male,21,2023-09-08,2023-03-23,Electronics,397.53,3,Credit Card,Mobile,1192.59
1099,Female,43,2023-02-18,2023-11-22,Books,107.38,2,Credit Card,Mobile,214.76
1319,Male,41,2023-12-06,2023-07-07,Home,321.75,2,PayPal,Tablet,643.5
1883,Female,26,2023-06-14,2023-12-19,Beauty,281.08,4,PayPal,Mobile,1124.32
1131,Male,53,2023-10-10,2023-09-02,Books,215.29,3,PayPal,Tablet,645.87
1979,Female,37,2023-12-24,2023-04-26,Beauty,210.57,4,PayPal,Desktop,842.28
1155,Female,62,2023-03-27,2023-01-04,Beauty,171.64,4,Bank Transfer,Mobile,686.56
1850,Female,52,2023-11-16,2023-06-14,Books,261.89,3,PayPal,Tablet,785.67
1839,Male,55,2023-05-27,2023-07-11,Beauty,66.81,2,Bank Transfer,Tablet,133.62
1573,Male,63,2023-03-23,2023-03-30,Home,143.77,4,PayPal,Tablet,575.08
1498,Female,62,2023-08-28,2023-04-16,Books,346.84,1,PayPal,Mobile,346.84
1075,Female,47,2023-09-21,2023-02-09,Beauty,104.75,2,PayPal,Desktop,209.5
1055,Female,59,2023-10-18,2023-10-28,Books,423.24,3,Credit Card,Tablet,1269.72
1446,Female,68,2023-11-14,2023-03-28,Books,101.23,1,Credit Card,Desktop,101.23
1644,Male,33,2023-08-15,2023-12-12,Electronics,292.62,1,Credit Card,Mobile,292.62
1080,Female,31,2023-03-01,2023-10-03,Home,143.86,1,Bank Transfer,Mobile,143.86
1688,Female,31,2023-01-31,2023-09-13,Clothing,105.94,1,PayPal,Mobile,105.94
1736,Female,55,2023-07-02,2023-01-04,Books,485.56,4,Bank Transfer,Mobile,1942.24
1015,Male,33,2023-04-19,2023-01-15,Electronics,428.79,4,Bank Transfer,Mobile,1715.16
1005,Female,45,2023-08-19,2023-02-13,Books,400.88,4,Bank Transfer,Tablet,1603.52
1804,Female,60,2023-02-22,2023-04-01,Electronics,253.03,2,Bank Transfer,Mobile,506.06
1496,Male,69,2023-09-17,2023-11-26,Home,134.15,3,Bank Transfer,Tablet,402.45000000000005
1286,Female,56,2023-09-06,2023-02-13,Electronics,218.76,2,Credit Card,Mobile,437.52
1495,Male,25,2023-05-17,2023-05-14,Beauty,363.45,2,PayPal,Desktop,726.9
1004,Female,50,2023-11-30,2023-08-21,Electronics,467.48,2,Credit Card,Tablet,934.96
1614,Female,36,2023-10-20,2023-03-01,Beauty,383.09,2,Credit Card,Desktop,766.18
1635,Male,60,2023-04-04,2023-03-10,Books,347.13,4,PayPal,Desktop,1388.52
1551,Male,65,2023-09-02,2023-09-22,Clothing,405.13,2,Bank Transfer,Mobile,810.26
1940,Male,51,2023-03-04,2023-09-04,Electronics,412.33,4,PayPal,Mobile,1649.32
1286,Female,36,2023-05-04,2023-08-24,Clothing,131.94,3,PayPal,Mobile,395.82
1835,Female,69,2023-10-18,2023-05-30,Books,122.4,4,Bank Transfer,Mobile,489.6
1560,Female,19,2023-10-21,2023-08-23,Electronics,248.83,3,PayPal,Mobile,746.49
1156,Male,58,2023-02-24,2023-08-22,Clothing,133.12,4,Credit Card,Tablet,532.48
1504,Male,55,2023-03-03,2023-01-09,Electronics,201.18,4,Credit Card,Desktop,804.72
1808,Male,66,2023-02-26,2023-04-04,Clothing,136.92,4,Credit Card,Mobile,547.68
1032,Female,20,2023-08-06,2023-06-27,Beauty,332.75,3,PayPal,Mobile,998.25
1180,Female,56,2023-04-10,2023-12-29,Home,264.35,1,Credit Card,Mobile,264.35
1887,Male,30,2023-11-24,2023-06-21,Electronics,354.81,3,PayPal,Desktop,1064.43
1347,Female,37,2023-08-07,2023-06-27,Electronics,479.7,3,Bank Transfer,Mobile,1439.1
1108,Female,62,2023-07-08,2023-06-24,Electronics,275.82,2,PayPal,Tablet,551.64
1029,Male,66,2023-01-12,2023-08-18,Books,261.11,2,Credit Card,Desktop,522.22
1474,Male,65,2023-09-25,2023-07-28,Electronics,397.85,4,Credit Card,Mobile,1591.4
1776,Female,26,2023-10-20,2023-04-29,Books,216.44,1,Bank Transfer,Tablet,216.44
1205,Male,18,2023-01-16,2023-09-29,Beauty,74.47,4,PayPal,Tablet,297.88
1046,Female,34,2023-03-07,2023-11-05,Books,32.8,4,Credit Card,Desktop,131.2
1049,Male,48,2023-01-08,2023-07-25,Books,461.98,4,PayPal,Mobile,1847.92
1665,Female,53,2023-10-16,2023-01-01,Electronics,91.86,4,PayPal,Mobile,367.44
1998,Male,46,2023-06-15,2023-11-29,Clothing,446.32,3,Bank Transfer,Mobile,1338.96
1206,Male,54,2023-06-08,2023-10-29,Home,395.47,4,PayPal,Desktop,1581.88
1775,Male,50,2023-06-24,2023-11-17,Clothing,131.02,1,Credit Card,Mobile,131.02
1969,Male,37,2023-06-14,2023-10-22,Electronics,441.43,1,Credit Card,Mobile,441.43
1260,Male,65,2023-07-25,2023-01-23,Beauty,496.1,1,Bank Transfer,Tablet,496.1
1578,Female,31,2023-03-15,2023-04-24,Electronics,471.73,3,Credit Card,Tablet,1415.19
1766,Female,32,2023-11-24,2023-11-21,Beauty,465.11,1,PayPal,Mobile,465.11
1376,Female,45,2023-06-28,2023-01-26,Electronics,30.01,4,Credit Card,Tablet,120.04
1808,Male,32,2023-04-16,2023-11-16,Beauty,299.46,4,Credit Card,Desktop,1197.84
1284,Female,55,2023-05-22,2023-09-11,Electronics,110.73,3,PayPal,Tablet,332.19
1365,Male,27,2023-11-22,2023-04-02,Electronics,176.68,3,Credit Card,Mobile,530.04
1392,Female,51,2023-01-25,2023-08-28,Clothing,179.71,3,Credit Card,Desktop,539.13
1833,Female,69,2023-03-01,2023-03-10,Books,499.32,2,PayPal,Mobile,998.64
1563,Male,34,2023-03-13,2023-05-22,Electronics,340.21,2,Credit Card,Desktop,680.42
1215,Male,37,2023-03-13,2023-10-09,Beauty,73.58,1,PayPal,Mobile,73.58
1351,Female,55,2023-08-23,2023-06-10,Books,347.91,2,Credit Card,Tablet,695.82
1016,Male,29,2023-01-07,2023-05-27,Clothing,135.95,1,Bank Transfer,Desktop,135.95
1388,Female,39,2023-10-22,2023-03-15,Books,447.29,3,Bank Transfer,Mobile,1341.8700000000001
1791,Female,21,2023-12-18,2023-11-21,Electronics,428.35,4,Bank Transfer,Desktop,1713.4
1923,Female,67,2023-03-03,2023-11-27,Books,475.69,4,PayPal,Desktop,1902.76
1773,Male,55,2023-11-30,2023-09-06,Beauty,233.08,4,PayPal,Desktop,932.32
1402,Male,34,2023-01-14,2023-03-06,Home,196.82,1,Bank Transfer,Mobile,196.82
1847,Female,40,2023-10-21,2023-08-21,Beauty,216.85,3,Bank Transfer,Mobile,650.55
1760,Female,62,2023-09-08,2023-01-18,Books,330.2,1,Bank Transfer,Tablet,330.2
1031,Male,62,2023-08-13,2023-07-07,Home,190.66,1,PayPal,Mobile,190.66
1213,Female,67,2023-12-24,2023-03-07,Home,363.48,2,PayPal,Desktop,726.96
1711,Female,69,2023-01-24,2023-01-07,Clothing,18.79,2,PayPal,Desktop,37.58
1184,Male,52,2023-03-24,2023-06-03,Clothing,360.19,2,PayPal,Desktop,720.38
1349,Male,54,2023-06-17,2023-10-13,Beauty,57.5,4,PayPal,Tablet,230.0
1260,Male,59,2023-06-01,2023-12-08,Home,481.64,4,PayPal,Desktop,1926.56
1319,Male,41,2023-02-19,2023-12-31,Books,470.14,2,Bank Transfer,Tablet,940.28
1061,Male,28,2023-01-30,2023-05-30,Electronics,92.75,2,PayPal,Mobile,185.5
1641,Male,27,2023-08-20,2023-03-16,Clothing,14.05,1,PayPal,Mobile,14.05
1292,Male,55,2023-03-29,2023-06-16,Electronics,277.74,4,Bank Transfer,Mobile,1110.96
1597,Male,68,2023-11-15,2023-05-22,Home,254.28,1,Credit Card,Tablet,254.28
1807,Male,18,2023-11-18,2023-04-08,Clothing,164.44,4,Credit Card,Desktop,657.76
1292,Female,62,2023-10-09,2023-03-05,Clothing,71.06,2,PayPal,Mobile,142.12
1025,Male,23,2023-03-14,2023-08-27,Beauty,292.61,2,PayPal,Mobile,585.22
1889,Male,62,2023-02-01,2023-11-09,Books,45.21,2,PayPal,Desktop,90.42
1327,Male,42,2023-01-04,2023-06-20,Books,147.22,3,PayPal,Desktop,441.65999999999997
1631,Female,28,2023-01-15,2023-09-23,Books,308.4,4,Bank Transfer,Tablet,1233.6
1762,Female,68,2023-07-13,2023-10-13,Home,16.92,3,Credit Card,Mobile,50.760000000000005
1319,Male,58,2023-05-28,2023-05-29,Electronics,121.12,2,PayPal,Tablet,242.24
1400,Female,36,2023-07-23,2023-09-22,Clothing,314.52,2,Bank Transfer,Mobile,629.04
1937,Male,54,2023-07-23,2023-02-23,Books,378.0,4,PayPal,Desktop,1512.0
1952,Male,52,2023-06-09,2023-11-08,Electronics,31.59,3,Bank Transfer,Mobile,94.77
1458,Male,40,2023-01-18,2023-10-31,Electronics,240.79,4,PayPal,Desktop,963.16
1876,Female,67,2023-04-14,2023-10-13,Books,360.95,3,Bank Transfer,Desktop,1082.85
1739,Male,27,2023-05-13,2023-05-24,Books,348.71,2,Credit Card,Desktop,697.42
1548,Female,21,2023-08-28,2023-12-14,Clothing,172.66,2,Bank Transfer,Tablet,345.32
1873,Male,47,2023-11-09,2023-06-04,Books,25.2,2,PayPal,Mobile,50.4
1555,Male,32,2023-05-20,2023-10-24,Home,120.52,1,Credit Card,Desktop,120.52
1580,Male,57,2023-08-07,2023-06-22,Beauty,44.32,4,Bank Transfer,Mobile,177.28
1514,Female,27,2023-01-14,2023-04-07,Electronics,468.25,1,PayPal,Tablet,468.25
1154,Male,44,2023-10-23,2023-03-30,Electronics,427.42,3,PayPal,Mobile,1282.26
1860,Male,67,2023-11-15,2023-12-25,Home,491.13,3,Credit Card,Tablet,1473.3899999999999
1692,Female,49,2023-02-24,2023-06-28,Clothing,164.56,3,Credit Card,Tablet,493.68
1909,Female,65,2023-04-21,2023-07-09,Clothing,181.06,3,Credit Card,Desktop,543.1800000000001
1501,Male,23,2023-06-26,2023-01-04,Books,470.8,1,PayPal,Desktop,470.8
1356,Male,66,2023-04-12,2023-12-08,Beauty,93.24,2,PayPal,Tablet,186.48
1086,Female,39,2023-03-03,2023-10-03,Beauty,406.94,2,Credit Card,Tablet,813.88
1832,Female,65,2023-06-10,2023-04-10,Beauty,462.62,4,Credit Card,Desktop,1850.48
1279,Female,35,2023-05-13,2023-11-24,Books,454.01,3,Bank Transfer,Tablet,1362.03
1951,Male,24,2023-08-14,2023-03-20,Electronics,120.13,3,Bank Transfer,Mobile,360.39
1990,Male,38,2023-11-01,2023-09-13,Books,395.08,4,Credit Card,Desktop,1580.32
1130,Female,18,2023-10-09,2023-09-27,Home,99.47,3,Credit Card,Desktop,298.40999999999997
1245,Female,58,2023-12-24,2023-01-02,Home,452.87,3,Credit Card,Tablet,1358.6100000000001
1949,Female,31,2023-01-18,2023-04-19,Home,484.66,1,Credit Card,Mobile,484.66
1772,Female,59,2023-08-30,2023-12-09,Books,239.98,1,Bank Transfer,Mobile,239.98
1973,Male,30,2023-01-23,2023-01-27,Books,110.67,4,Credit Card,Desktop,442.68
1889,Male,58,2023-04-24,2023-05-31,Electronics,459.1,3,PayPal,Tablet,1377.3000000000002
1547,Female,60,2023-06-24,2023-06-16,Home,24.36,3,PayPal,Tablet,73.08
1607,Female,62,2023-03-04,2023-05-28,Electronics,435.37,4,Bank Transfer,Tablet,1741.48
1984,Male,41,2023-08-25,2023-07-20,Books,446.73,3,PayPal,Tablet,1340.19
1724,Male,49,2023-06-22,2023-02-11,Clothing,175.59,2,Bank Transfer,Desktop,351.18
1510,Female,31,2023-03-20,2023-07-07,Clothing,24.75,1,Bank Transfer,Mobile,24.75
1351,Female,30,2023-09-19,2023-03-23,Electronics,130.12,2,Bank Transfer,Tablet,260.24
1296,Male,38,2023-09-30,2023-06-13,Books,310.93,2,Credit Card,Mobile,621.86
1525,Female,18,2023-10-26,2023-04-03,Books,155.49,4,Credit Card,Mobile,621.96
1905,Male,48,2023-06-11,2023-07-07,Home,39.07,3,Bank Transfer,Tablet,117.21000000000001
1505,Male,55,2023-08-24,2023-10-05,Books,175.25,3,Credit Card,Tablet,525.75
1124,Male,31,2023-02-14,2023-12-23,Beauty,261.91,2,Credit Card,Tablet,523.82
1829,Female,36,2023-06-11,2023-02-28,Books,224.1,4,Credit Card,Tablet,896.4
1333,Female,29,2023-03-02,2023-02-01,Home,125.06,3,PayPal,Tablet,375.18
1126,Female,38,2023-01-14,2023-09-28,Electronics,50.2,2,Bank Transfer,Mobile,100.4
1408,Male,59,2023-05-13,2023-09-06,Home,266.08,4,PayPal,Mobile,1064.32
1602,Female,18,2023-11-04,2023-12-04,Beauty,426.6,3,PayPal,Mobile,1279.8000000000002
1127,Male,51,2023-01-20,2023-03-29,Beauty,13.7,4,Credit Card,Desktop,54.8
1078,Male,61,2023-11-21,2023-04-07,Clothing,391.64,2,Credit Card,Mobile,783.28
1147,Female,66,2023-03-21,2023-09-22,Home,16.66,2,PayPal,Desktop,33.32
1426,Male,28,2023-08-03,2023-11-09,Beauty,192.65,1,Credit Card,Desktop,192.65
1701,Female,38,2023-10-11,2023-11-04,Electronics,207.29,2,Bank Transfer,Desktop,414.58
1053,Female,60,2023-02-18,2023-07-30,Beauty,282.48,3,PayPal,Desktop,847.44
1800,Female,69,2023-03-17,2023-06-08,Books,436.4,4,Bank Transfer,Mobile,1745.6
1216,Male,47,2023-12-08,2023-02-21,Books,399.51,4,PayPal,Mobile,1598.04
1174,Female,43,2023-02-03,2023-04-12,Electronics,374.64,1,Bank Transfer,Desktop,374.64
1844,Female,56,2023-04-16,2023-03-21,Beauty,378.79,2,Bank Transfer,Desktop,757.58
1956,Male,59,2023-01-02,2023-11-15,Electronics,266.1,1,PayPal,Desktop,266.1
1956,Female,47,2023-06-07,2023-09-29,Electronics,36.8,2,PayPal,Tablet,73.6
1248,Female,49,2023-10-14,2023-06-10,Beauty,467.37,1,Credit Card,Tablet,467.37
1504,Male,39,2023-06-09,2023-09-02,Beauty,450.45,1,Credit Card,Desktop,450.45
1465,Female,65,2023-10-01,2023-06-26,Electronics,498.14,4,Credit Card,Desktop,1992.56
1891,Female,38,2023-05-07,2023-11-13,Home,75.34,4,Credit Card,Mobile,301.36
1351,Male,32,2023-09-09,2023-05-12,Electronics,356.49,3,PayPal,Mobile,1069.47
1996,Female,43,2023-05-17,2023-08-10,Clothing,328.92,3,PayPal,Mobile,986.76
1331,Male,39,2023-04-19,2023-02-01,Beauty,323.22,4,Credit Card,Tablet,1292.88
1102,Male,23,2023-10-29,2023-08-02,Electronics,121.18,4,PayPal,Desktop,484.72
1243,Male,54,2023-12-18,2023-03-20,Beauty,288.4,2,Credit Card,Desktop,576.8
1774,Male,22,2023-06-22,2023-07-05,Home,464.55,4,Credit Card,Tablet,1858.2
1393,Female,32,2023-12-25,2023-04-15,Books,48.54,3,PayPal,Tablet,145.62
1344,Female,34,2023-07-14,2023-08-12,Clothing,109.04,4,PayPal,Desktop,436.16
1633,Male,55,2023-03-16,2023-11-08,Clothing,55.51,4,PayPal,Desktop,222.04
1441,Female,32,2023-07-04,2023-09-05,Clothing,240.28,2,Credit Card,Tablet,480.56
1058,Female,46,2023-01-28,2023-05-24,Books,394.82,3,PayPal,Desktop,1184.46
1801,Female,54,2023-03-18,2023-07-18,Home,241.51,4,Bank Transfer,Tablet,966.04
1738,Male,23,2023-05-23,2023-01-14,Beauty,179.42,1,PayPal,Desktop,179.42
1182,Male,32,2023-07-19,2023-07-30,Electronics,495.66,3,Bank Transfer,Mobile,1486.98
1400,Male,26,2023-09-15,2023-10-06,Beauty,459.6,2,Credit Card,Tablet,919.2
1839,Male,48,2023-12-03,2023-05-25,Clothing,263.09,3,PayPal,Mobile,789.27
1757,Male,20,2023-09-15,2023-08-08,Beauty,301.72,1,Bank Transfer,Mobile,301.72
1198,Male,55,2023-08-17,2023-05-22,Home,297.52,1,Bank Transfer,Mobile,297.52
1564,Female,24,2023-11-10,2023-09-10,Home,422.81,1,Credit Card,Tablet,422.81
